campaign_id,run_id,timestamp_host,rx_timestamp_ms,tx_timestamp_ms,inter_arrival_ms,beacon_id,seq_num,pkt_type,mod_kind,spread_factor,rssi_dbm,snr_db,freq_error_hz,payload_len,distance_m,label_sf,label_mod,mod_kind_label,label_beacon,label_pkt
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:41.749594+00:00,436333,374004,0,1,373,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:42.757521+00:00,437335,375004,1002,1,374,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:43.749548+00:00,438336,376004,1001,1,375,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:44.757422+00:00,439337,377004,1001,1,376,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:45.749481+00:00,440338,378004,1001,1,377,0,1,7,-71,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:46.757396+00:00,441339,379004,1001,1,378,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:47.749420+00:00,442340,380004,1001,1,379,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:48.757354+00:00,443341,381004,1001,1,380,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:49.749397+00:00,444342,382004,1001,1,381,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:50.757335+00:00,445343,383004,1001,1,382,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:51.749369+00:00,446344,384004,1001,1,383,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:52.741348+00:00,447345,385004,1001,1,384,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:53.749328+00:00,448346,386004,1001,1,385,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:54.741334+00:00,449347,387004,1001,1,386,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:55.749287+00:00,450349,388004,1002,1,387,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:56.741271+00:00,451350,389004,1001,1,388,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:57.749281+00:00,452351,390004,1001,1,389,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:58.741309+00:00,453352,391004,1001,1,390,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:02:59.749220+00:00,454354,392004,1002,1,391,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:00.741242+00:00,455355,393004,1001,1,392,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:01.749188+00:00,456356,394004,1001,1,393,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:02.741164+00:00,457357,395004,1001,1,394,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:03.749104+00:00,458359,396004,1002,1,395,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:04.741136+00:00,459360,397004,1001,1,396,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:05.749071+00:00,460361,398004,1001,1,397,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:06.741113+00:00,461362,399004,1001,1,398,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:07.749072+00:00,462363,400004,1001,1,399,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:08.741073+00:00,463364,401004,1001,1,400,0,1,7,-73,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:09.748995+00:00,464366,402004,1002,1,401,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:10.741044+00:00,465367,403004,1001,1,402,0,1,7,-73,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:11.748977+00:00,466368,404004,1001,1,403,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:12.741053+00:00,467369,405004,1001,1,404,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:13.748986+00:00,468370,406004,1001,1,405,0,1,7,-73,10.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:14.740958+00:00,469372,407004,1002,1,406,0,1,7,-72,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:15.748885+00:00,470373,408004,1001,1,407,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:16.740955+00:00,471374,409004,1001,1,408,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:17.732911+00:00,472375,410004,1001,1,409,0,1,7,-72,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:18.740897+00:00,473376,411004,1001,1,410,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:19.732891+00:00,474377,412004,1001,1,411,0,1,7,-71,10.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:20.740863+00:00,475378,413004,1001,1,412,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:21.732848+00:00,476379,414004,1001,1,413,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:22.740834+00:00,477380,415004,1001,1,414,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:23.732855+00:00,478382,416004,1002,1,415,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:24.740794+00:00,479383,417004,1001,1,416,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:25.732855+00:00,480384,418004,1001,1,417,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:26.740766+00:00,481385,419004,1001,1,418,0,1,7,-72,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:27.732744+00:00,482387,420004,1002,1,419,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:28.740733+00:00,483388,421004,1001,1,420,0,1,7,-71,8.0,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:29.732720+00:00,484389,422004,1001,1,421,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:30.740695+00:00,485391,423004,1002,1,422,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:31.732680+00:00,486392,424004,1001,1,423,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:32.740688+00:00,487393,425004,1001,1,424,0,1,7,-71,9.25,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:33.732694+00:00,488394,426004,1001,1,425,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:34.740576+00:00,489395,427004,1001,1,426,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:35.732599+00:00,490396,428004,1001,1,427,0,1,7,-71,9.5,5147,14,3.0,7,lora,1,1,0
C1,C1_pwr14_2026-05-03T12:00:00Z,2026-05-03T18:03:36.740532+00:00,491397,429004,1001,1,428,0,1,7,-71,9.75,5147,14,3.0,7,lora,1,1,0
