timestamp,port,line
2026-04-29T20:17:42.447,COM5,"CSV,5,6004,6154,150,-76"
2026-04-29T20:17:43.446,COM5,"CSV,6,7004,7154,150,-76"
2026-04-29T20:17:44.444,COM5,"CSV,7,8004,8154,150,-75"
2026-04-29T20:17:45.444,COM5,"CSV,8,9004,9154,150,-74"
2026-04-29T20:17:46.443,COM5,"CSV,9,10004,10154,150,-75"
2026-04-29T20:17:46.446,COM5,# stats: sent=10 acked=10 (100.0%)
2026-04-29T20:17:47.442,COM5,"CSV,10,11004,11154,150,-75"
2026-04-29T20:17:48.441,COM5,"CSV,11,12004,12154,150,-75"
2026-04-29T20:17:49.440,COM5,"CSV,12,13004,13154,150,-75"
2026-04-29T20:17:50.439,COM5,"CSV,13,14004,14154,150,-75"
2026-04-29T20:17:51.438,COM5,"CSV,14,15004,15154,150,-75"
2026-04-29T20:17:52.437,COM5,"CSV,15,16004,16154,150,-75"
2026-04-29T20:17:53.436,COM5,"CSV,16,17004,17154,150,-75"
2026-04-29T20:17:54.435,COM5,"CSV,17,18004,18154,150,-74"
2026-04-29T20:17:55.434,COM5,"CSV,18,19004,19154,150,-71"
2026-04-29T20:17:56.433,COM5,"CSV,19,20004,20154,150,-76"
2026-04-29T20:17:56.436,COM5,# stats: sent=20 acked=20 (100.0%)
2026-04-29T20:17:57.431,COM5,"CSV,20,21004,21154,150,-77"
2026-04-29T20:17:58.430,COM5,"CSV,21,22004,22154,150,-67"
2026-04-29T20:17:59.429,COM5,"CSV,22,23004,23154,150,-77"
2026-04-29T20:18:00.428,COM5,"CSV,23,24004,24154,150,-87"
2026-04-29T20:18:01.427,COM5,"CSV,24,25004,25154,150,-81"
2026-04-29T20:18:02.426,COM5,"CSV,25,26004,26154,150,-79"
2026-04-29T20:18:03.425,COM5,"CSV,26,27004,27154,150,-77"
2026-04-29T20:18:04.424,COM5,"CSV,27,28004,28154,150,-78"
2026-04-29T20:18:05.423,COM5,"CSV,28,29004,29154,150,-77"
2026-04-29T20:18:06.422,COM5,"CSV,29,30004,30154,150,-77"
2026-04-29T20:18:06.425,COM5,# stats: sent=30 acked=30 (100.0%)
2026-04-29T20:18:07.421,COM5,"CSV,30,31004,31154,150,-77"
2026-04-29T20:18:08.420,COM5,"CSV,31,32004,32154,150,-78"
2026-04-29T20:18:09.418,COM5,"CSV,32,33004,33154,150,-78"
2026-04-29T20:18:10.418,COM5,"CSV,33,34004,34154,150,-78"
2026-04-29T20:18:11.416,COM5,"CSV,34,35004,35154,150,-76"
2026-04-29T20:18:12.416,COM5,"CSV,35,36004,36154,150,-73"
2026-04-29T20:18:13.415,COM5,"CSV,36,37004,37154,150,-72"
2026-04-29T20:18:14.414,COM5,"CSV,37,38004,38154,150,-73"
2026-04-29T20:18:14.946,COM5,"I'm Jammed (by ID=0xFF, until t=39185)"
2026-04-29T20:18:15.046,COM5,"I'm Jammed (by ID=0xFF, until t=39285)"
2026-04-29T20:18:15.146,COM5,"I'm Jammed (by ID=0xFF, until t=39384)"
2026-04-29T20:18:15.246,COM5,"I'm Jammed (by ID=0xFF, until t=39484)"
2026-04-29T20:18:15.345,COM5,"I'm Jammed (by ID=0xFF, until t=39584)"
2026-04-29T20:18:15.445,COM5,"I'm Jammed (by ID=0xFF, until t=39684)"
2026-04-29T20:18:15.545,COM5,"I'm Jammed (by ID=0xFF, until t=39784)"
2026-04-29T20:18:15.645,COM5,"I'm Jammed (by ID=0xFF, until t=39884)"
2026-04-29T20:18:15.745,COM5,"I'm Jammed (by ID=0xFF, until t=39984)"
2026-04-29T20:18:15.845,COM5,"I'm Jammed (by ID=0xFF, until t=40084)"
2026-04-29T20:18:15.944,COM5,"I'm Jammed (by ID=0xFF, until t=40184)"
2026-04-29T20:18:16.044,COM5,"I'm Jammed (by ID=0xFF, until t=40284)"
2026-04-29T20:18:16.144,COM5,"I'm Jammed (by ID=0xFF, until t=40384)"
2026-04-29T20:18:16.244,COM5,"I'm Jammed (by ID=0xFF, until t=40484)"
2026-04-29T20:18:16.344,COM5,"I'm Jammed (by ID=0xFF, until t=40584)"
2026-04-29T20:18:16.444,COM5,"I'm Jammed (by ID=0xFF, until t=40684)"
