timestamp,port,line
2026-04-29T20:14:33.603,COM5,"CSV,16,18380,18530,150,-55"
2026-04-29T20:14:34.602,COM5,"CSV,17,19380,19530,150,-55"
2026-04-29T20:14:35.601,COM5,"CSV,18,20380,20530,150,-55"
2026-04-29T20:14:36.600,COM5,"CSV,19,21380,21530,150,-56"
2026-04-29T20:14:36.603,COM5,# stats: sent=20 acked=19 (95.0%)
2026-04-29T20:14:37.599,COM5,"CSV,20,22380,22530,150,-56"
2026-04-29T20:14:38.598,COM5,"CSV,21,23380,23530,150,-56"
2026-04-29T20:14:39.597,COM5,"CSV,22,24380,24530,150,-56"
2026-04-29T20:14:40.596,COM5,"CSV,23,25380,25530,150,-56"
2026-04-29T20:14:41.595,COM5,"CSV,24,26380,26530,150,-56"
2026-04-29T20:14:42.594,COM5,"CSV,25,27380,27530,150,-56"
2026-04-29T20:14:43.593,COM5,"CSV,26,28380,28530,150,-56"
2026-04-29T20:14:44.592,COM5,"CSV,27,29380,29530,150,-56"
2026-04-29T20:14:45.591,COM5,"CSV,28,30380,30530,150,-57"
2026-04-29T20:14:46.590,COM5,"CSV,29,31380,31530,150,-57"
2026-04-29T20:14:46.593,COM5,# stats: sent=30 acked=29 (96.6%)
2026-04-29T20:14:47.054,COM5,"I'm Jammed (by ID=0xFF, until t=32493)"
2026-04-29T20:14:47.153,COM5,"I'm Jammed (by ID=0xFF, until t=32592)"
2026-04-29T20:14:47.253,COM5,"I'm Jammed (by ID=0xFF, until t=32692)"
2026-04-29T20:14:47.353,COM5,"I'm Jammed (by ID=0xFF, until t=32792)"
2026-04-29T20:14:47.453,COM5,"I'm Jammed (by ID=0xFF, until t=32892)"
2026-04-29T20:14:47.552,COM5,"I'm Jammed (by ID=0xFF, until t=32992)"
2026-04-29T20:14:47.652,COM5,"I'm Jammed (by ID=0xFF, until t=33092)"
2026-04-29T20:14:47.752,COM5,"I'm Jammed (by ID=0xFF, until t=33192)"
2026-04-29T20:14:47.852,COM5,"I'm Jammed (by ID=0xFF, until t=33292)"
2026-04-29T20:14:47.952,COM5,"I'm Jammed (by ID=0xFF, until t=33391)"
2026-04-29T20:14:48.051,COM5,"I'm Jammed (by ID=0xFF, until t=33491)"
2026-04-29T20:14:48.151,COM5,"I'm Jammed (by ID=0xFF, until t=33591)"
2026-04-29T20:14:48.251,COM5,"I'm Jammed (by ID=0xFF, until t=33691)"
2026-04-29T20:14:48.351,COM5,"I'm Jammed (by ID=0xFF, until t=33791)"
2026-04-29T20:14:48.451,COM5,"I'm Jammed (by ID=0xFF, until t=33891)"
2026-04-29T20:14:48.550,COM5,"I'm Jammed (by ID=0xFF, until t=33991)"
2026-04-29T20:14:48.650,COM5,"I'm Jammed (by ID=0xFF, until t=34091)"
2026-04-29T20:14:48.750,COM5,"I'm Jammed (by ID=0xFF, until t=34191)"
2026-04-29T20:14:48.850,COM5,"I'm Jammed (by ID=0xFF, until t=34291)"
2026-04-29T20:14:48.950,COM5,"I'm Jammed (by ID=0xFF, until t=34391)"
2026-04-29T20:14:49.049,COM5,"I'm Jammed (by ID=0xFF, until t=34491)"
2026-04-29T20:14:49.149,COM5,"I'm Jammed (by ID=0xFF, until t=34590)"
2026-04-29T20:14:49.249,COM5,"I'm Jammed (by ID=0xFF, until t=34690)"
2026-04-29T20:14:49.349,COM5,"I'm Jammed (by ID=0xFF, until t=34790)"
2026-04-29T20:14:49.449,COM5,"I'm Jammed (by ID=0xFF, until t=34890)"
2026-04-29T20:14:49.548,COM5,"I'm Jammed (by ID=0xFF, until t=34990)"
2026-04-29T20:14:49.648,COM5,"I'm Jammed (by ID=0xFF, until t=35090)"
2026-04-29T20:14:49.748,COM5,"I'm Jammed (by ID=0xFF, until t=35190)"
2026-04-29T20:14:49.848,COM5,"I'm Jammed (by ID=0xFF, until t=35290)"
2026-04-29T20:14:49.948,COM5,"I'm Jammed (by ID=0xFF, until t=35390)"
2026-04-29T20:14:50.048,COM5,"I'm Jammed (by ID=0xFF, until t=35490)"
2026-04-29T20:14:50.147,COM5,"I'm Jammed (by ID=0xFF, until t=35590)"
2026-04-29T20:14:50.247,COM5,"I'm Jammed (by ID=0xFF, until t=35689)"
2026-04-29T20:14:50.347,COM5,"I'm Jammed (by ID=0xFF, until t=35789)"
2026-04-29T20:14:50.447,COM5,"I'm Jammed (by ID=0xFF, until t=35889)"
2026-04-29T20:14:50.547,COM5,"I'm Jammed (by ID=0xFF, until t=35989)"
2026-04-29T20:14:50.646,COM5,"I'm Jammed (by ID=0xFF, until t=36089)"
2026-04-29T20:14:51.294,COM5,"CSV,30,36089,36239,150,-57"
2026-04-29T20:14:52.293,COM5,"CSV,31,37089,37239,150,-57"
