timestamp,port,line
2026-04-29T20:04:27.772,COM4,# stats: rx=120 dropped=119
2026-04-29T20:04:27.937,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=0)"
2026-04-29T20:04:28.036,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=1)"
2026-04-29T20:04:28.136,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=2)"
2026-04-29T20:04:28.236,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=3)"
2026-04-29T20:04:28.336,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=4)"
2026-04-29T20:04:28.436,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=5)"
2026-04-29T20:04:28.535,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=6)"
2026-04-29T20:04:28.635,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=7)"
2026-04-29T20:04:28.735,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=8)"
2026-04-29T20:04:28.835,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=9)"
2026-04-29T20:04:28.935,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=10)"
2026-04-29T20:04:29.035,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=11)"
2026-04-29T20:04:29.134,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=12)"
2026-04-29T20:04:29.234,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=13)"
2026-04-29T20:04:29.334,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=14)"
2026-04-29T20:04:29.434,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=15)"
2026-04-29T20:04:29.534,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=16)"
2026-04-29T20:04:29.633,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=17)"
2026-04-29T20:04:29.733,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=18)"
2026-04-29T20:04:29.833,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=19)"
2026-04-29T20:04:29.933,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=20)"
2026-04-29T20:04:30.033,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=21)"
2026-04-29T20:04:36.165,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=22)"
2026-04-29T20:04:36.264,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=23)"
2026-04-29T20:04:36.364,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=24)"
2026-04-29T20:04:36.464,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=25)"
2026-04-29T20:04:36.564,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=26)"
2026-04-29T20:04:36.663,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=27)"
2026-04-29T20:04:36.763,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=28)"
2026-04-29T20:04:36.863,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=29)"
2026-04-29T20:04:36.963,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=30)"
2026-04-29T20:04:37.063,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=31)"
2026-04-29T20:04:37.163,COM4,"PAUSE -> ID=01 (RSSI=-37 dBm, seq=32)"
2026-04-29T20:04:37.754,COM4,# stats: rx=133 dropped=132
2026-04-29T20:04:47.739,COM4,# stats: rx=152 dropped=151
2026-04-29T20:04:53.353,COM4,"PAUSE -> ID=01 (RSSI=-40 dBm, seq=33)"
