timestamp,port,line
2026-04-29T20:17:42.043,COM4,# stats: rx=10 dropped=9
2026-04-29T20:17:42.046,COM4,# rssi[ID=0x01]=-45 dBm age=674 ms
2026-04-29T20:17:42.050,COM4,# rssi[ID=0x02]=-76 dBm age=597 ms
2026-04-29T20:17:42.053,COM4,# target: ID=0x01 RSSI=-45 dBm
2026-04-29T20:17:43.041,COM4,# stats: rx=12 dropped=11
2026-04-29T20:17:43.045,COM4,# rssi[ID=0x01]=-45 dBm age=673 ms
2026-04-29T20:17:43.048,COM4,# rssi[ID=0x02]=-76 dBm age=596 ms
2026-04-29T20:17:43.051,COM4,# target: ID=0x01 RSSI=-45 dBm
2026-04-29T20:17:44.040,COM4,# stats: rx=14 dropped=13
2026-04-29T20:17:44.043,COM4,# rssi[ID=0x01]=-44 dBm age=672 ms
2026-04-29T20:17:44.046,COM4,# rssi[ID=0x02]=-76 dBm age=596 ms
2026-04-29T20:17:44.049,COM4,# target: ID=0x01 RSSI=-44 dBm
2026-04-29T20:17:45.038,COM4,# stats: rx=16 dropped=15
2026-04-29T20:17:45.041,COM4,# rssi[ID=0x01]=-45 dBm age=672 ms
2026-04-29T20:17:45.044,COM4,# rssi[ID=0x02]=-75 dBm age=595 ms
2026-04-29T20:17:45.047,COM4,# target: ID=0x01 RSSI=-45 dBm
2026-04-29T20:17:46.036,COM4,# stats: rx=18 dropped=17
2026-04-29T20:17:46.039,COM4,# rssi[ID=0x01]=-45 dBm age=671 ms
2026-04-29T20:17:46.042,COM4,# rssi[ID=0x02]=-75 dBm age=594 ms
2026-04-29T20:17:46.045,COM4,# target: ID=0x01 RSSI=-45 dBm
2026-04-29T20:17:47.034,COM4,# stats: rx=20 dropped=19
2026-04-29T20:17:47.037,COM4,# rssi[ID=0x01]=-45 dBm age=670 ms
2026-04-29T20:17:47.040,COM4,# rssi[ID=0x02]=-75 dBm age=593 ms
2026-04-29T20:17:47.043,COM4,# target: ID=0x01 RSSI=-45 dBm
2026-04-29T20:17:48.032,COM4,# stats: rx=22 dropped=21
2026-04-29T20:17:48.035,COM4,# rssi[ID=0x01]=-44 dBm age=669 ms
2026-04-29T20:17:48.038,COM4,# rssi[ID=0x02]=-75 dBm age=592 ms
2026-04-29T20:17:48.041,COM4,# target: ID=0x01 RSSI=-44 dBm
2026-04-29T20:17:49.030,COM4,# stats: rx=24 dropped=23
2026-04-29T20:17:49.033,COM4,# rssi[ID=0x01]=-44 dBm age=668 ms
2026-04-29T20:17:49.036,COM4,# rssi[ID=0x02]=-76 dBm age=591 ms
2026-04-29T20:17:49.039,COM4,# target: ID=0x01 RSSI=-44 dBm
2026-04-29T20:17:50.028,COM4,# stats: rx=26 dropped=25
